iter	RMSE
1514	0.6990478644
1515	0.6990161985
1516	0.6989725346
1517	0.6989320723
1518	0.6988775227
1519	0.6988338873
1520	0.6987858891
1521	0.6987414654
1522	0.6986907026
1523	0.6986454901
1524	0.6986050088
1525	0.6985385041
1526	0.6984972709
1527	0.6984362742
1528	0.6983780316
1529	0.6983305241
1530	0.6983012871
1531	0.6982601145
1532	0.6982261752
1533	0.6981866393
1534	0.6981390069
1535	0.6981045767
1536	0.6980629076
1537	0.6980113866
1538	0.6979604961
1539	0.6979227736
1540	0.6978860939
1541	0.6978310146
1542	0.6977774239
1543	0.6977445061
1544	0.6977117734
1545	0.6976798603
1546	0.6976340224
1547	0.6975859415
1548	0.6975564867
1549	0.6975151208
1550	0.6974628873
1551	0.6974125916
1552	0.6973706944
1553	0.6973240892
1554	0.6972669862
1555	0.6972184318
1556	0.6971744685
1557	0.6971272526
1558	0.6970876918
1559	0.6970514537
1560	0.6969979152
1561	0.6969478475
1562	0.6968991214
1563	0.6968616778
1564	0.6968050226
1565	0.696733674
1566	0.6966835126
1567	0.6966388053
1568	0.696587179
1569	0.6965307259
1570	0.6964970761
1571	0.6964497395
1572	0.6964088314
1573	0.6963509427
1574	0.6963061019
1575	0.6962619314
1576	0.696222097
1577	0.6961870109
1578	0.6961469852
1579	0.696107032
1580	0.6960582097
1581	0.6960001796
1582	0.6959381782
1583	0.6958936476
1584	0.6958483282
1585	0.6957968304
1586	0.6957457031
1587	0.6957134003
1588	0.6956679195
1589	0.6956063003
1590	0.6955597641
1591	0.6955180923
1592	0.6954816227
1593	0.6954218968
1594	0.6953801044
1595	0.6953304445
1596	0.6952811182
1597	0.6952398792
1598	0.6951987501
1599	0.6951605405
1600	0.6951169341
1601	0.6950791322
1602	0.6950262285
1603	0.6949873725
1604	0.6949493012
1605	0.6949098787
1606	0.6948775746
1607	0.6948450067
1608	0.6948037793
1609	0.6947591384
1610	0.6947193678
1611	0.694685068
1612	0.6946417317
1613	0.6945963681
1614	0.6945724104
1615	0.6945169184
1616	0.694484821
1617	0.6944410972
1618	0.6944094463
1619	0.6943661303
1620	0.6943224365
1621	0.6942740513
1622	0.6942251376
1623	0.6941838733
1624	0.6941430568
1625	0.6940975856
1626	0.6940348139
1627	0.6939763895
1628	0.6939260662
1629	0.6938696218
1630	0.6938252587
1631	0.6937733104
1632	0.6937143384
1633	0.693670078
1634	0.693618456
1635	0.6935860167
1636	0.6935406967
1637	0.693505137
1638	0.6934801277
1639	0.6934395326
1640	0.6933909356
1641	0.6933546171
1642	0.6933162308
1643	0.6932530878
1644	0.6932045528
1645	0.6931456827
1646	0.6931109669
1647	0.6930651274
1648	0.6930285288
1649	0.6929820825
1650	0.692945968
1651	0.6928988397
1652	0.6928430633
1653	0.6927998373
1654	0.692745895
1655	0.6926952944
1656	0.6926571347
1657	0.692617093
1658	0.6925705063
1659	0.6925285418
1660	0.692474992
1661	0.692422792
1662	0.6923866484
1663	0.6923341784
1664	0.6922852781
1665	0.6922537544
1666	0.6922136517
1667	0.6921711764
1668	0.6921319344
1669	0.6920935555
1670	0.692049643
1671	0.6920055771
1672	0.6919665515
1673	0.691926244
1674	0.6918875902
1675	0.6918457349
1676	0.6918013549
1677	0.6917597201
1678	0.6917103651
1679	0.6916435739
1680	0.6916043019
1681	0.6915568186
1682	0.6915090684
1683	0.6914712575
1684	0.6914349888
1685	0.6914047446
1686	0.691365007
1687	0.6913175073
1688	0.6912759564
1689	0.6912271319
1690	0.6911784924
1691	0.6911228786
1692	0.6910850466
1693	0.6910442732
1694	0.6910021783
1695	0.6909583848
1696	0.6909111587
1697	0.6908591421
1698	0.6908010899
1699	0.6907604505
1700	0.6907137386
1701	0.690661858
1702	0.690603827
1703	0.690562384
1704	0.6905073241
1705	0.6904461873
1706	0.6904115998
1707	0.6903741437
1708	0.690339364
1709	0.6903006969
1710	0.690256293
1711	0.690214301
1712	0.6901592132
1713	0.6901064984
1714	0.6900598555
1715	0.6900243051
1716	0.6899750146
1717	0.689930703
1718	0.6898801602
1719	0.6898328979
1720	0.6897949575
1721	0.6897343994
1722	0.6896964535
1723	0.6896515953
1724	0.6896080937
1725	0.6895700653
1726	0.6895260298
1727	0.6894847865
1728	0.6894484511
1729	0.6893928488
1730	0.6893518997
1731	0.6893019567
1732	0.6892676518
1733	0.6892347432
1734	0.6891892882
1735	0.6891373306
1736	0.6890959506
1737	0.6890235391
1738	0.6889832485
1739	0.6889407253
1740	0.6888827761
1741	0.6888439894
1742	0.6888079604
1743	0.6887610026
1744	0.688726633
1745	0.6886874215
1746	0.6886400396
1747	0.6885930704
1748	0.6885402358
1749	0.6884861488
1750	0.6884420818
1751	0.6883915053
1752	0.6883532206
1753	0.6883040752
1754	0.6882716124
1755	0.688225829
1756	0.6881923029
1757	0.6881459844
1758	0.6880951969
1759	0.688034035
1760	0.6879910746
1761	0.6879531461
1762	0.6879219917
1763	0.6878664554
1764	0.6878109903
1765	0.6877690383
1766	0.6877195483
1767	0.6876493777
1768	0.6876018106
1769	0.6875515511
1770	0.6875066666
1771	0.6874655294
1772	0.6874181391
1773	0.6873764662
1774	0.6873233106
1775	0.6872831855
1776	0.6872335469
1777	0.6872011851
1778	0.6871539659
1779	0.6871237986
1780	0.6870780523
1781	0.6870246084
1782	0.6869860958
1783	0.6869322277
1784	0.6868959847
1785	0.6868402137
1786	0.6867869408
1787	0.6867320332
1788	0.6866824305
1789	0.6866399545
1790	0.686592014
1791	0.6865575738
1792	0.6865125484
1793	0.6864800389
1794	0.6864363363
1795	0.6863823112
1796	0.6863368949
1797	0.6862835071
1798	0.6862373633
1799	0.6861890911
1800	0.6861503039
1801	0.6861047205
1802	0.6860611458
1803	0.6860153667
1804	0.6859651048
1805	0.6859217111
1806	0.6858911478
1807	0.6858146767
1808	0.6857709318
1809	0.6857331463
1810	0.6856995743
1811	0.6856519859
1812	0.6855915557
1813	0.6855523169
1814	0.6855154311
1815	0.6854816585
1816	0.6854362206
1817	0.6853911216
1818	0.6853489455
1819	0.6853064628
1820	0.6852510565
1821	0.6852116461
1822	0.6851625415
1823	0.6851111908
1824	0.6850556167
1825	0.6849862377
1826	0.6849445689
1827	0.6848941524
1828	0.6848556721
1829	0.6848173799
1830	0.6847756247
1831	0.6847299118
1832	0.6846942748
1833	0.6846416338
1834	0.6845969009
1835	0.6845487793
1836	0.6845106981
1837	0.6844683536
1838	0.6844190054
1839	0.6843749049
1840	0.6843278713
1841	0.6842693031
1842	0.6842198645
1843	0.6841745711
1844	0.6841430162
1845	0.6840988217
1846	0.6840649792
1847	0.6840205894
1848	0.683973341
1849	0.6839429953
1850	0.6838993971
1851	0.6838549584
1852	0.6838187808
1853	0.6837821443
1854	0.6837314516
1855	0.6836768319
1856	0.6836411781
1857	0.6835995035
1858	0.6835617123
1859	0.6835176708
1860	0.6834734358
1861	0.6834327799
1862	0.683386253
1863	0.6833454775
1864	0.6832958577
1865	0.6832529805
1866	0.6831946633
1867	0.6831546387
1868	0.683105005
1869	0.683061239
1870	0.6830145725
1871	0.6829805619
1872	0.6829343856
1873	0.6828977779
1874	0.6828649818
1875	0.6828353495
1876	0.6828013681
1877	0.6827589558
1878	0.6827042963
1879	0.6826579106
1880	0.6826009922
1881	0.6825583385
1882	0.6825244959
1883	0.6824788229
1884	0.6824290256
1885	0.6823871625
1886	0.6823404499
1887	0.682302818
1888	0.682259573
1889	0.6822293419
1890	0.6821875048
1891	0.6821424201
1892	0.6821033264
1893	0.6820587325
1894	0.6820207796
1895	0.6819719798
1896	0.6819135148
1897	0.6818611555
1898	0.6818083721
1899	0.681772697
1900	0.6817265535
1901	0.6816707034
1902	0.681632194
1903	0.6815856589
1904	0.6815311729
1905	0.6814940694
1906	0.6814504292
1907	0.6814196654
1908	0.6813712813
1909	0.6813360802
1910	0.6813059228
1911	0.6812560015
1912	0.6812236616
1913	0.6811807304
1914	0.6811449843
1915	0.681089163
1916	0.6810430496
1917	0.6809996482
1918	0.6809605272
1919	0.6809210597
1920	0.6808641874
1921	0.6808204303
1922	0.6807839002
1923	0.6807422802
1924	0.6807062815
1925	0.6806608309
1926	0.6806218434
1927	0.6805850348
1928	0.6805378158
1929	0.6804946501
1930	0.68044111
1931	0.6804040237
1932	0.6803479885
1933	0.6803019014
1934	0.6802610176
1935	0.6802202845
1936	0.680177022
1937	0.6801417208
1938	0.6801005211
1939	0.6800617696
1940	0.6800149738
1941	0.6799738812
1942	0.6799284965
1943	0.6798852155
1944	0.6798463368
1945	0.6798022078
1946	0.6797673852
1947	0.6797265075
1948	0.6797038264
1949	0.6796588835
1950	0.6796275788
1951	0.6795959277
1952	0.6795422785
1953	0.6794950638
1954	0.6794506436
1955	0.679418486
1956	0.6793821488
1957	0.6793433947
1958	0.6793052517
1959	0.6792681034
1960	0.6792238601
1961	0.6791880493
1962	0.6791462932
1963	0.6791105549
1964	0.6790815642
1965	0.6790513834
1966	0.6790151799
1967	0.6789439563
1968	0.67890441
1969	0.6788575345
1970	0.678811116
1971	0.678760666
1972	0.6787158524
1973	0.6786609058
1974	0.6786123249
1975	0.6785764051
1976	0.6785282019
1977	0.6784967299
1978	0.6784518605
1979	0.6784134371
1980	0.678373476
1981	0.6783391175
1982	0.6782995359
1983	0.6782529641
1984	0.6782036245
1985	0.6781638046
1986	0.6781261713
1987	0.6780761695
1988	0.6780356124
1989	0.6779979336
1990	0.6779465779
1991	0.6779063203
1992	0.6778804667
1993	0.6778507318
1994	0.6778135037
1995	0.6777645932
1996	0.6777244785
1997	0.6776734095
1998	0.6776347498
1999	0.677576833
